"","ENSG_ID","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"25","ENSG00000181449","SOX2",376.842512578681,1.39763391180229,0.129654822348479,10.7796523606796,4.29505897079688e-27,2.70932319877867e-24
"26","ENSG00000112852","PCDHB2",67.3046231610085,-3.51019074037595,0.325755683503638,-10.775531842215,4.49178673539668e-27,2.72444141604637e-24
"27","ENSG00000075618","FSCN1",391.01226896269,2.06074550350919,0.19233502849346,10.7143535925348,8.71640103189691e-27,5.09102386196349e-24
"28","ENSG00000156711","MAPK13",129.002695098359,-2.64134414938067,0.248425100945636,-10.6323561480959,2.10720479006928e-26,1.18680784069259e-23
"29","ENSG00000152137","HSPB8",182.265320699171,-2.3904066556339,0.226327487967376,-10.5617160208947,4.48388830271017e-26,2.43830753564619e-23
"30","ENSG00000182836","PLCXD3",115.351091565783,-4.20671224797636,0.400954678313604,-10.4917400282486,9.42759872042856e-26,4.95577439403861e-23
"31","ENSG00000144063","MALL",562.746381078647,-1.29715772672952,0.124017981990275,-10.4594326234984,1.32647573086365e-25,6.74791041152248e-23
"32","ENSG00000054277","OPN3",455.750719500365,-1.30040565620896,0.124724964607919,-10.4261858104901,1.88295726027651e-25,9.27944874830017e-23
"33","ENSG00000071575","TRIB2",344.48610677583,-2.45073962500476,0.236987412901025,-10.3412227468312,4.58647651089926e-25,2.19177983566307e-22
"34","ENSG00000081853","PCDHGA2",96.5693351336754,-3.01760544456374,0.292400383584218,-10.3201145209668,5.71549449413361e-25,2.65098082860256e-22
"35","ENSG00000004799","PDK4",69.0452802813629,-3.77873251338081,0.369162727866537,-10.2359534918892,1.36840518063382e-24,6.16564277102726e-22
"36","ENSG00000081277","PKP1",1124.02966227503,1.59516985076776,0.156275442716602,10.2074249353465,1.83674677319959e-24,8.0459712814882e-22
"37","ENSG00000196187","TMEM63A",434.30026241724,-1.30660874431278,0.128295194197241,-10.1843935190901,2.32806991692725e-24,9.92261151079534e-22
"38","ENSG00000162981","LRATD1",723.256570950091,1.49919871620269,0.147441772421639,10.1680730744028,2.75300879050099e-24,1.14249864805791e-21
"39","ENSG00000160200","CBS",1413.92876895527,1.46855732054558,0.144818443657401,10.1406787937852,3.64557487222743e-24,1.47412091628273e-21
"40","ENSG00000196511","TPK1",108.36521796702,-2.12973096166739,0.21086916613953,-10.0997741901164,5.53695363104458e-24,2.18294396903933e-21
"41","ENSG00000188643","S100A16",1233.86258178049,-1.85658711657009,0.184880387319053,-10.0420988050297,9.95334620755379e-24,3.8283968217835e-21
"42","ENSG00000112079","STK38",2474.58057306117,-0.830704678860117,0.0827728054297936,-10.03596138305,1.05922472941277e-23,3.9771366625808e-21
"43","ENSG00000130600","H19",426.108807549068,-2.02635098323496,0.203862790396982,-9.93977851126752,2.79447780050369e-23,1.02485848637077e-20
"44","ENSG00000218416","nan",73.7334149287651,-2.66649231060916,0.270618891944213,-9.85331176050652,6.63218649207407e-23,2.37703593136382e-20
"45","ENSG00000117122","MFAP2",112.524540111459,2.92713385166603,0.298293251869211,9.81294023020492,9.9039900741945e-23,3.39534616239233e-20
"46","ENSG00000196781","TLE1",1572.01762834481,-0.986773268727414,0.100552310455341,-9.81353152661443,9.84610670422114e-23,3.39534616239233e-20
"47","ENSG00000183091","NEB",112.982638378406,4.50909739177284,0.461699879192265,9.76629536845759,1.57091478225395e-22,5.27092045024358e-20
"48","ENSG00000174827","PDZK1",81.2803246369438,-2.52384537345992,0.259109154386678,-9.74047165347736,2.02611756369223e-22,6.65664041238053e-20
"49","ENSG00000261801","LOXL1-AS1",504.173830802794,-1.40717825717922,0.146776429221868,-9.58722231246081,9.04882738118832e-22,2.9122450571702e-19
"50","ENSG00000205413","SAMD9",78.7873887504371,-5.7197226187391,0.597517261060839,-9.57248098336815,1.04370488771262e-21,3.29184521584559e-19
"51","ENSG00000145526","CDH18",63.2803101756837,-2.53455304287366,0.265406431599339,-9.54970468349409,1.30066516917498e-21,4.02186072899792e-19
"52","ENSG00000143748","NVL",521.637485276737,-1.01079744801118,0.106510177618173,-9.4901489286289,2.30704422673097e-21,6.99655527991298e-19
"53","ENSG00000107562","CXCL12",480.066454456051,-1.20797073780154,0.127939582360364,-9.44172800563849,3.66681572722046e-21,1.09105064185409e-18
"54","ENSG00000133639","BTG1",3072.01104835248,0.884239529969784,0.0944188169286992,9.36507741499792,7.5994561186867e-21,2.21932264799425e-18
"55","ENSG00000233251","nan",48.4224376773778,-3.72746908615585,0.399758976235616,-9.32429115477545,1.11727902559421e-20,3.20354367884014e-18
"56","ENSG00000156103","MMP16",113.409865603496,-3.60287116212532,0.387220860568367,-9.30443457213794,1.34707152883937e-20,3.79344964460658e-18
"57","ENSG00000101040","ZMYND8",2274.04975970543,-0.961971788354824,0.103464228817092,-9.29762681607993,1.43615307486295e-20,3.97335684045416e-18
"58","ENSG00000154639","CXADR",133.515217671123,2.40082464258605,0.259905782990672,9.23728827793037,2.52823200639147e-20,6.87417564496441e-18
"59","ENSG00000155130","nan",3507.76731089682,1.15552368330666,0.125572658552566,9.20203248562223,3.5124210780073e-20,9.38828481358901e-18
"60","ENSG00000143341","HMCN1",2217.87806463166,-2.98564437940903,0.325173113808064,-9.18170738178352,4.24309515693295e-20,1.11522684374721e-17
"61","ENSG00000138356","AOX1",206.717279977459,-1.5935511649518,0.174361008876837,-9.13937797915263,6.28125656253498e-20,1.62385927854388e-17
"62","ENSG00000105854","PON2",319.646866794955,-1.26121536921745,0.138326045313916,-9.11769989776882,7.67355629323135e-20,1.95180617329449e-17
"63","ENSG00000158528","PPP1R9A",70.2651705633314,-2.76018398855216,0.305812557398566,-9.02573789654689,1.78488358787573e-19,4.46787526679368e-17
"64","ENSG00000109472","CPE",365.089148079114,-1.33217663864315,0.147850785176632,-9.01027774084289,2.05535295186817e-19,5.06451813296267e-17
"65","ENSG00000167106","FAM102A",6683.11659608722,-1.18460505669411,0.131948369497728,-8.97779230772918,2.76253949973205e-19,6.70234583242683e-17
"66","ENSG00000180818","HOXC10",55.9620944148546,2.57841625708355,0.291211438378416,8.85410364181169,8.43589749583321e-19,2.01566823498924e-16
"67","ENSG00000166888","STAT6",545.720411924905,1.40959110979456,0.15925032283701,8.85141759641673,8.64145655439537e-19,2.03396671437037e-16
"68","ENSG00000116106","EPHA4",1142.10175029743,2.23636331485817,0.254234546116627,8.79645724398236,1.41203333951908e-18,3.27467143591411e-16
"69","ENSG00000003436","TFPI",333.446451468454,-1.23688543070715,0.14147873856836,-8.74255342692009,2.27900047659204e-18,5.20867210374733e-16
"70","ENSG00000164975","SNAPC3",589.079655193541,-1.03061978165523,0.11875583466516,-8.67847701598103,4.01103580985772e-18,9.03629067449374e-16
"71","ENSG00000254535","PABPC4L",113.723093014937,-1.94688232546942,0.226005360582686,-8.61431923760558,7.03583949392387e-18,1.5627491382983e-15
"72","ENSG00000074219","TEAD2",1070.02182560438,1.02113566227519,0.118940802959068,8.5852427162998,9.06448478387678e-18,1.98537395891301e-15
"73","ENSG00000004948","CALCR",196.238890676422,-1.87356831547297,0.218616754653123,-8.57010396319233,1.03391657366049e-17,2.23354306392135e-15
"74","ENSG00000151632","AKR1C2",3932.34617940701,1.56254856021956,0.182498670774785,8.5619722795014,1.10952880657956e-17,2.36449584861617e-15
"75","ENSG00000153993","SEMA3D",39.5703828482421,-3.0769477931759,0.36123577698409,-8.51783790316932,1.62559508628221e-17,3.41808460142273e-15
"76","ENSG00000123119","NECAB1",966.10129847022,-0.910155119887354,0.10729042091651,-8.4830976718379,2.19276441493712e-17,4.54998616099453e-15
"77","ENSG00000157851","DPYSL5",74.9435572700727,2.14253767151381,0.252803552273633,8.47510904116864,2.34859450334765e-17,4.81004354776526e-15
"78","ENSG00000066382","MPPED2",81.9564367067275,-2.01586671368833,0.238716727677743,-8.4445976337681,3.05094482909312e-17,6.16838460958955e-15
"79","ENSG00000135643","KCNMB4",101.022586330176,2.00487668991902,0.23870866024625,8.39884354363515,4.5089710039882e-17,9.00081933327772e-15
"80","ENSG00000055813","CCDC85A",42.4258150171699,-3.33149066375212,0.396818997407734,-8.39549186282781,4.63947932671285e-17,9.14557362278271e-15
"81","ENSG00000196352","CD55",4187.46125997317,0.757026661291393,0.0901944246634639,8.3932755723653,4.72781687756434e-17,9.20465088385057e-15
"82","ENSG00000185306","C12orf56",40.1069645169746,6.6189812428209,0.795296639051635,8.32265712918618,8.6012985886867e-17,1.64416306039149e-14
"83","ENSG00000205426","KRT81",1114.18740313762,-2.03348340510715,0.24435207803829,-8.32194029791923,8.65348979153414e-17,1.64416306039149e-14
"84","ENSG00000164125","GASK1B",369.688269345164,-1.63298430068765,0.196545105351443,-8.30844552331996,9.69638731612019e-17,1.82038128541923e-14
"85","ENSG00000020577","SAMD4A",133.163916186415,-2.26819244073165,0.274797952971045,-8.25403688858865,1.53132055533249e-16,2.84105001854039e-14
"86","ENSG00000187742","SECISBP2",1024.86509647808,-0.737521078587747,0.0900030850076923,-8.19439776452899,2.51850926124627e-16,4.61824314533182e-14
"87","ENSG00000189334","S100A14",3468.28566315307,-1.83617694180883,0.224426291992369,-8.18164808368916,2.79987740962942e-16,5.07518008619034e-14
"88","ENSG00000182240","BACE2",371.496434479341,1.33370547418061,0.163143952752991,8.17502243677959,2.9581082282412e-16,5.30106440447316e-14
"89","ENSG00000237945","LINC00649",35.8299063807153,3.79750250845638,0.464695863981241,8.17201701758569,3.0327574122856e-16,5.37377352716224e-14
"90","ENSG00000139289","PHLDA1",2298.22594703977,-1.18162693144817,0.144768328828056,-8.16219224891108,3.28998003194021e-16,5.76477612263301e-14
"91","ENSG00000099256","PRTFDC1",53.0474707213364,2.18021001368982,0.267619356720539,8.1466828125086,3.74043107025588e-16,6.48204373383903e-14
"92","ENSG00000255774","LINC02747",78.7611826508516,-2.02075086174668,0.24809827956383,-8.14496120367814,3.79403537261596e-16,6.50347150284279e-14
"93","ENSG00000140450","ARRDC4",840.503653748282,-1.17293583145993,0.144080926158109,-8.14081268587068,3.92633432909251e-16,6.65788089997729e-14
"94","ENSG00000108679","LGALS3BP",214.999619296429,-2.25268512088727,0.277375743047157,-8.12142077075674,4.60757576676626e-16,7.72994360020254e-14
"95","ENSG00000188488","SERPINA5",314.350834220951,-2.02473400444915,0.249357756247071,-8.11979556971545,4.6696959085797e-16,7.7516952082423e-14
"96","ENSG00000188888","nan",56.5744841888891,-5.7282180710119,0.706417097045192,-8.10883272074239,5.11083489456813e-16,8.39561107159786e-14
"97","ENSG00000146833","TRIM4",645.18278011734,-1.24447910410281,0.153591195088993,-8.10254196786304,5.3822566533347e-16,8.75032860031837e-14
"98","ENSG00000164626","KCNK5",94.2433041232605,-1.86164351026744,0.230098129176724,-8.09065035395234,5.93469907262157e-16,9.55002085461655e-14
"99","ENSG00000187720","THSD4",869.051479536522,-2.38257320179949,0.294573872090791,-8.08820274822322,6.05515519424675e-16,9.6454340821486e-14
"100","ENSG00000096968","JAK2",283.993657049855,-1.59848802015259,0.198372396536458,-8.0580163775902,7.75424318292076e-16,1.2228441499466e-13
"101","ENSG00000116977","LGALS8",1291.15284398212,-0.947366302276217,0.117610001924684,-8.05515081007226,7.93808741164442e-16,1.23944196516468e-13
"102","ENSG00000151929","BAG3",1402.32355881815,-1.01853090348868,0.126502576799352,-8.05146368760689,8.18096894764574e-16,1.26484196376837e-13
"103","ENSG00000110492","MDK",1482.69695390011,1.88173804490366,0.234171668625018,8.03572035828512,9.30307017255884e-16,1.4243632681675e-13
"104","ENSG00000176788","BASP1",2842.56912537163,1.04770359402329,0.130548450637047,8.02540044642992,1.01195293276224e-15,1.53447093746736e-13
"105","ENSG00000138646","HERC5",162.25496880772,1.77119537195592,0.2212856298499,8.00411383765563,1.20330036398051e-15,1.80724254666406e-13
"106","ENSG00000135773","CAPN9",171.884510563928,-1.60338701239421,0.200425385970959,-7.99991979372584,1.2450028226004e-15,1.85223533135927e-13
"107","ENSG00000102271","KLHL4",155.221706254659,2.47405296189534,0.311802491957664,7.93467988777736,2.11038933069277e-15,3.11035885467523e-13
"108","ENSG00000196136","SERPINA3",3128.60577422971,-1.48329911443069,0.18741299382522,-7.91460124592003,2.48046796922843e-15,3.62194258099373e-13
"109","ENSG00000162909","CAPN2",707.3409756006,-1.39415092879362,0.176452754500732,-7.90098705309717,2.76703397088072e-15,4.00331428631091e-13
"110","ENSG00000149269","PAK1",537.260789303526,0.935615828595557,0.118441960384711,7.89936121925529,2.80336371971933e-15,4.01900416908853e-13
"111","ENSG00000108846","ABCC3",464.423644388141,-1.6884440511305,0.213793466159911,-7.89754748570096,2.84444655228509e-15,4.04116415581405e-13
"112","ENSG00000135318","NT5E",228.460741435173,-2.16061939153468,0.274223783681715,-7.87903719555725,3.2991328465595e-15,4.64529687412886e-13
"113","ENSG00000204262","COL5A2",106.670475229865,-1.96995248269895,0.250674122171736,-7.8586192528854,3.8839084718142e-15,5.42028642482389e-13
"114","ENSG00000168405","CMAHP",119.684133921782,-2.85121801519174,0.366642848847864,-7.77655427932492,7.4526614889038e-15,1.03095150596502e-12
"115","ENSG00000165006","UBAP1",1111.87106563663,-0.652528036454738,0.084198745422901,-7.74985462286068,9.19978114617119e-15,1.2615699884793e-12
"116","ENSG00000124429","POF1B",274.076354572738,-1.96084132871974,0.253164573399773,-7.74532274554613,9.53393669990914e-15,1.29612225653075e-12
"117","ENSG00000004864","SLC25A13",664.429088273975,-0.900071686244585,0.116242085213001,-7.74307932101618,9.70374600856756e-15,1.30793226115479e-12
"118","ENSG00000188681","TEKT4P2",111.040893253976,2.07832233144994,0.26885210011536,7.73035557675823,1.07246598852288e-14,1.4332871727971e-12
"119","ENSG00000102024","PLS3",27.8855675675826,-3.63720589309177,0.470711649095353,-7.72703607416985,1.10079459950392e-14,1.45878410371234e-12
"120","ENSG00000113205","PCDHB3",95.1888450007489,-3.25698986486241,0.423067354854355,-7.69851378862278,1.37657882129468e-14,1.80905400098475e-12
"121","ENSG00000079156","OSBPL6",129.405412964801,1.6427582732159,0.214467688697978,7.65970055064702,1.86367110786167e-14,2.42893333644451e-12
"122","ENSG00000196470","SIAH1",561.531889580717,0.724609062001095,0.0948317086797252,7.64099974670197,2.15541486907173e-14,2.7861387283001e-12
"123","ENSG00000105255","FSD1",148.166673736364,1.37906199253425,0.181410483170441,7.60188699370022,2.91843535451399e-14,3.74176630412078e-12
"124","ENSG00000183044","ABAT",1337.2731694826,-1.61197131842762,0.212515381629575,-7.58519833278408,3.31978854223257e-14,4.22202139604901e-12
"125","ENSG00000267475","NUDT19-DT",34.5856743479929,2.84473534104975,0.375431320262053,7.57724565724593,3.52968066897454e-14,4.45304513197828e-12
"126","ENSG00000188959","C9orf152",51.6752417139157,-4.29158312236142,0.566587375158999,-7.57444184342633,3.60674917579943e-14,4.51416146844103e-12
"127","ENSG00000132170","PPARG",535.954381325345,-1.24530946934867,0.16495661171491,-7.54931527995315,4.37552490799309e-14,5.43323053535835e-12
"128","ENSG00000139910","NOVA1",104.307153044315,-1.46649228209852,0.194554003675617,-7.53771320246704,4.78284286447127e-14,5.89261187286812e-12
"129","ENSG00000144476","ACKR3",1073.77630467298,-1.33349326629796,0.176979295719722,-7.53474162542597,4.89302683877493e-14,5.98163048430082e-12
"130","ENSG00000107077","KDM4C",409.847141357399,-0.928998141589716,0.123433957323913,-7.52627689924789,5.22075649594044e-14,6.28483434663975e-12
"131","ENSG00000114993","RTKN",117.353239243618,1.62361927303476,0.215718263101218,7.52657308515847,5.20893291850718e-14,6.28483434663975e-12
"132","ENSG00000155066","PROM2",433.593474640648,-1.25172090152834,0.167072686479671,-7.49207382668527,6.77937682480738e-14,8.09930094903124e-12
"133","ENSG00000077454","LRCH4",695.216371160239,-0.888302130692558,0.119405408497734,-7.43937935365313,1.01159439359733e-13,1.19051071544999e-11
"134","ENSG00000169083","AR",268.811214730143,-1.9048255475637,0.256035772083286,-7.43968521298686,1.00925506305738e-13,1.19051071544999e-11
"135","ENSG00000162989","KCNJ3",363.966213525459,-1.17032213488713,0.157468480525048,-7.43210406923926,1.06883651940522e-13,1.24855940081632e-11
"136","ENSG00000235217","TSPY26P",37.4506965429328,-3.1544162689597,0.424836710160469,-7.42500869985604,1.12772502411249e-13,1.30766350222456e-11
"137","ENSG00000115380","EFEMP1",226.917706518318,-1.31133722685926,0.176861148114485,-7.41450138054299,1.22083237677957e-13,1.4052939110813e-11
"138","ENSG00000132256","TRIM5",68.2273093216148,-1.82021626340045,0.245695593076794,-7.40842047920461,1.27812514000393e-13,1.46058213462768e-11
"139","ENSG00000095627","TDRD1",50.2218949386821,-8.84246541093986,1.19657189088373,-7.38983213487424,1.47014296342003e-13,1.66792478655639e-11
"140","ENSG00000176533","GNG7",69.1591267733004,2.05035737037545,0.278439178807741,7.36375311533004,1.78810262101574e-13,2.01416988095844e-11
"141","ENSG00000092621","PHGDH",1099.30936553982,1.50131911346616,0.204378549130146,7.3457763540054,2.04568185502395e-13,2.28797183359771e-11
"142","ENSG00000184731","FAM110C",307.388692917006,-1.05509809658361,0.144647980434266,-7.29424699477975,3.00334026174036e-13,3.33539971321447e-11
"143","ENSG00000204351","SKIV2L",654.184457128161,-0.725837401192063,0.0996132482414182,-7.28655489110199,3.17981271154854e-13,3.50668856371472e-11
"144","ENSG00000168280","KIF5C",592.982563895566,1.67320857609842,0.230035486519566,7.27369764297694,3.49778412220262e-13,3.83055941716218e-11
"145","ENSG00000138835","RGS3",415.918908870807,-0.89627245827711,0.12369169878701,-7.24601947476231,4.29198426237239e-13,4.66790288397329e-11
"146","ENSG00000165025","SYK",175.667939438114,-1.15834600959893,0.160681891224381,-7.20893935696448,5.63893658349345e-13,6.09082396723916e-11
"147","ENSG00000196652","ZKSCAN5",370.074668169906,-0.916777945727351,0.127352910593167,-7.19872000928213,6.07804134314741e-13,6.5204565973765e-11
"148","ENSG00000185272","RBM11",39.441465543213,2.34923592270286,0.327270606464885,7.1782673918653,7.06003803433457e-13,7.52275674334164e-11
"149","ENSG00000086102","NFX1",631.246705546038,-1.02819794432012,0.143548215678068,-7.16273580596801,7.90826708316433e-13,8.37002495983231e-11
"150","ENSG00000120708","TGFBI",773.272402460596,-1.42960579522039,0.200087816562514,-7.14489177692503,9.00668209603817e-13,9.46902511030147e-11
"151","ENSG00000149582","TMEM25",258.770186953933,1.20440166688848,0.168637899628414,7.14193944268948,9.20231419748452e-13,9.61062880094906e-11
"152","ENSG00000185697","MYBL1",395.149270449941,-1.53113641489607,0.215351357567218,-7.10994549648081,1.16088789909681e-12,1.20442119531294e-10
"153","ENSG00000157259","GATAD1",1040.24667920788,-0.811386082308933,0.11416615986232,-7.10706292729331,1.18538397216801e-12,1.22179772817579e-10
"154","ENSG00000251201","TMED7-TICAM2",118.11749758462,-2.70918298528946,0.384048137015435,-7.05427972218124,1.73497054915434e-12,1.77665490650415e-10
"155","ENSG00000143995","MEIS1",273.187450124704,-0.967433840002708,0.137427049035212,-7.03961735913304,1.92768462229956e-12,1.96126364475252e-10
"156","ENSG00000197937","ZNF347",30.31482273409,-3.94014856374551,0.561335303094699,-7.01924240649584,2.23074471773847e-12,2.25505411530357e-10
"157","ENSG00000121742","GJB6",32.8864182116626,8.66965578133052,1.23545900003525,7.01735612519977,2.26105787791768e-12,2.27113902769183e-10
"158","ENSG00000167552","TUBA1A",4002.19180841063,1.09479002623819,0.1560343464622,7.0163399986003,2.27755443048472e-12,2.27322996004709e-10
"159","ENSG00000070731","ST6GALNAC2",1084.15896273546,-1.26027057242194,0.180073051786491,-6.99866281999938,2.58416930226958e-12,2.56304087401203e-10
"160","ENSG00000083857","FAT1",49.3730925233667,-3.38104327987647,0.483590122558337,-6.99154743275097,2.71870676136132e-12,2.64654355720172e-10
"161","ENSG00000118402","ELOVL4",313.68755234766,0.920083292948231,0.131590686698514,6.99200920697543,2.70977093211839e-12,2.64654355720172e-10
"162","ENSG00000146038","DCDC2",590.962127085142,-1.06040647433419,0.151642908219534,-6.99278645328432,2.69479537596004e-12,2.64654355720172e-10
"163","ENSG00000170345","FOS",544.711872110337,-1.18068452450707,0.16898089719408,-6.98708874264655,2.80648738227885e-12,2.71523349806979e-10
"164","ENSG00000148120","AOPEP",473.904745789612,1.10782115972584,0.158735251163275,6.97904940211632,2.97183972463864e-12,2.85767758887509e-10
"165","ENSG00000000003","TSPAN6",1128.89923202893,1.23298980554898,0.176822167726344,6.97304993713907,3.10142472581066e-12,2.9642101773354e-10
"166","ENSG00000121289","CEP89",897.012622257909,0.941885736163653,0.135482415711766,6.95208844052116,3.59917634665629e-12,3.41921752932347e-10
"167","ENSG00000239521","CASTOR3",164.069087868745,-1.20691655503332,0.173988417917756,-6.93676377702235,4.01183814056374e-12,3.7884243998018e-10
"168","ENSG00000188404","SELL",339.321208506245,1.36495310394891,0.196962729117712,6.93000706307821,4.20819609264249e-12,3.95019359410548e-10
"169","ENSG00000075223","SEMA3C",8854.36287463651,-1.90918559008138,0.27556575085823,-6.9282397545245,4.26109158224636e-12,3.97617835810799e-10
"170","ENSG00000111331","OAS3",227.344187064259,-1.44530426071431,0.209060137793403,-6.91334214149705,4.73366387199823e-12,4.39116936831835e-10
"171","ENSG00000105388","CEACAM5",293.317580851729,-2.00202739851278,0.289819453580394,-6.9078433962247,4.92076745689471e-12,4.53804109913623e-10
"172","ENSG00000070778","PTPN21",249.122977884462,-1.1613408391941,0.168348567727227,-6.89843017301941,5.25803236303263e-12,4.82088199796654e-10
"173","ENSG00000120158","RCL1",471.608696132914,-0.705225790436011,0.102313824657081,-6.89277126331339,5.47158182617003e-12,4.98767892478043e-10
"174","ENSG00000151303","nan",221.451359756969,-1.88921832887574,0.275099059827011,-6.86741107026583,6.53774813375971e-12,5.92530391203395e-10
"175","ENSG00000187210","GCNT1",295.270413498005,-1.41872962964514,0.208123693372565,-6.81676173748008,9.31155031261479e-12,8.39103705313915e-10
"176","ENSG00000105048","TNNT1",633.878419320271,1.97591090505486,0.289969470159941,6.81420324686246,9.4787617061171e-12,8.49318591508333e-10
"177","ENSG00000107984","DKK1",2733.08953335235,0.705349178477507,0.1035602095791,6.81100570715586,9.69187861888261e-12,8.63508055478976e-10
"178","ENSG00000150201","FXYD4",72.3386629671746,-3.1984629965474,0.469753182318264,-6.80881602709484,9.84052218425758e-12,8.71826038459225e-10
"179","ENSG00000145730","PAM",551.000600847366,-1.27509149925396,0.187401310358367,-6.804069282203,1.0170458815309e-11,8.96023103449287e-10
"180","ENSG00000135775","COG2",574.692102855787,-0.671764697036131,0.0987463309117927,-6.80293324150139,1.02510159465148e-11,8.98102897091884e-10
"181","ENSG00000069345","DNAJA2",2049.84111358733,0.769938917073194,0.113252765736169,6.79841160671366,1.05778881263256e-11,9.21620418520193e-10
"182","ENSG00000205356","TECPR1",215.330074893307,-1.04757466016147,0.154604044589568,-6.77585546317689,1.2367227129613e-11,1.07159984524174e-09
"183","ENSG00000157224","CLDN12",485.070344235884,-1.3620410678482,0.201038620406349,-6.7750219589409,1.24387365864851e-11,1.0719064260594e-09
"184","ENSG00000204740","MALRD1",67.8062281588798,-1.51137374290008,0.22377874596735,-6.75387529037541,1.43947492759827e-11,1.23372389175134e-09
"185","ENSG00000116678","LEPR",156.579400787139,-1.77749487595279,0.263656181035174,-6.74171517228967,1.5652770698549e-11,1.33429294008712e-09
"186","ENSG00000167880","EVPL",735.302312853604,-0.59143682690353,0.0877989803144969,-6.73626077187909,1.62514512016551e-11,1.37787841639839e-09
"187","ENSG00000171302","CANT1",1737.14617188405,-0.820136981037816,0.12177000390723,-6.73513143403223,1.63781816795709e-11,1.3811974603574e-09
"188","ENSG00000164120","HPGD",304.002910862787,1.38267811183713,0.205429811158205,6.73065950867425,1.68895780847127e-11,1.41674811912723e-09
"189","ENSG00000177706","FAM20C",400.622381038559,1.34046221003075,0.200024973786299,6.70147424422544,2.06327227011848e-11,1.72157691533166e-09
"190","ENSG00000087916","nan",4937.62842376824,-1.37429214533943,0.205485196000972,-6.68803481752005,2.2618733097281e-11,1.86752576410534e-09
"191","ENSG00000105835","NAMPT",3658.05569853234,-0.928380681377907,0.13880322325982,-6.68846630196843,2.25521561408848e-11,1.86752576410534e-09
